ADILAH,NASAR01@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
GRACE,TONGG04@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
PREETI,PREET01@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
YASMIN,YASMI04@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
SIEW,YBOOE01@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
SARAYA,PAIGE25@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
MARIAH,BAKAR023@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
DOROTHY,KUMAR107@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
ESTHER,ESTOH04@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
KENNY,JEYAR002@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
ELLIOT,SHUME02@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
JEFFERY,CHANJE11@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
AYDEN,CAYDEN01@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
GRAHAM,GNGIA10@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
JOSHUAH,WEEJO04@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
MARSHALL,YEOHM08@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
RICHARD,EERIC015@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
ALFRED,LIEWA01@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
JOSHUA,OHJOS01@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
GREG,HOGRE11@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
RICHARD,DANKE05@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
IMRAN,IMRAN12@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
HUDSON,LEONGH27@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
WILLARD,PILLA007@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
STANTON,WOOST04@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
TYLER,TAYTY06@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
DEAN,AMBRO03@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
RODERICK,STRONG012@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
BORIS,WTKBO052@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
ROWLAND,SHELL016@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
JARVIS,WANGJ015@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
COLBY,LUMCO08@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
SONNY,KEESO07@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
HANS,FHANS002@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
OTIS,ONGOT021@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
BOON KIAT,GOHBK015@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
GUOHUA,PECKG01@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
WALLACE,WALLA06@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
ANDREW,TANWJ012@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
PENG HONG,WEIPH05@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
MATTHEW,XINLE006@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
XUEN,TEOHX015@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,-1
TESTUSER,TESTSTUDENT@e.ntu.edu.sg,SCSE,0b14d501a594442a01c6859541bcb3e8164d183d32937b851835442f69d5c94e,8
