JEANNIE,CJEAN014@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CAIWEN,WEECA007@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CAROLINE,LEECA17@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
MA LIM,LIMMA01@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
RENA,LENGR09@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
EILEEN,YEOEI001@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
JUDY,KHIMJ008@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
DORA,DORAP002@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
BENG CHOO,BCQUE004@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
HUI LI,LIEWH002@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
NAYELI,NAYEL005@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
FELICIA,TANHU11@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
HAFIZAH,HAFIZ021@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
SANDY,SANDY034@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
NASUHA,CHYEN012@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CATHY,SICAT009@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
RISA,LIMRI023@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CLAIRE,THOMP031@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
AH NOOI,CHENGA034@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CHLOE,WEECH03@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
EMMA,YAPLI24@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CHERN MAY,KHIMC14@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
GEMMIE,CHEEG06@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
SEOK HUI,KHORS14@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
RUTH,LOKRU012@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
LAURA,ANGLA10@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
CHUI HONG,TAYCH012@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
ADILAH,NASAR01@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
GRACE,TONGG04@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
PREETI,PREET01@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
YASMIN,YASMI04@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
SIEW,YBOOE01@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
SARAYA,PAIGE25@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
MARIAH,BAKAR023@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
DOROTHY,KUMAR107@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
ESTHER,ESTOH04@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
KENNY,JEYAR002@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
ELLIOT,SHUME02@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
JEFFERY,CHANJE11@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
AYDEN,CAYDEN01@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
GRAHAM,GNGIA10@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
JOSHUAH,WEEJO04@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
MARSHALL,YEOHM08@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
RICHARD,EERIC015@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
ALFRED,LIEWA01@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
JOSHUA,OHJOS01@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
GREG,HOGRE11@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
RICHARD,DANKE05@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
IMRAN,IMRAN12@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
HUDSON,LEONGH27@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
WILLARD,PILLA007@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
STANTON,WOOST04@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
TYLER,TAYTY06@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
DEAN,AMBRO03@e.ntu.edu.sg,NBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
RODERICK,STRONG012@e.ntu.edu.sg,CCEB,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
BORIS,WTKBO052@e.ntu.edu.sg,EEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
ROWLAND,SHELL016@e.ntu.edu.sg,CEE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
JARVIS,WANGJ015@e.ntu.edu.sg,MSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
COLBY,LUMCO08@e.ntu.edu.sg,SCSE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
SONNY,KEESO07@e.ntu.edu.sg,MAE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
HANS,FHANS002@e.ntu.edu.sg,ADM,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
OTIS,ONGOT021@e.ntu.edu.sg,SOH,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
BOON KIAT,GOHBK015@e.ntu.edu.sg,SSS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
GUOHUA,PECKG01@e.ntu.edu.sg,WKWSCI,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
WALLACE,WALLA06@e.ntu.edu.sg,SPMS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
ANDREW,TANWJ012@e.ntu.edu.sg,SBS,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
PENG HONG,WEIPH05@e.ntu.edu.sg,ASE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
MATTHEW,XINLE006@e.ntu.edu.sg,LKC,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
XUEN,TEOHX015@e.ntu.edu.sg,NIE,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8
TESTUSER,TESTSTUDENT@e.ntu.edu.sg,SCSE,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f
